1202.183328	581
1106.220293	581
1183.061731	1126
916.8048689	1126
1050.28065	1126
946.1715632	1126
853.864688	1126
1091.31387	641
857.0064015	641
795.2651397	641
1081.825908	641
854.6736142	641
876.62497	641
908.1817464	447
758.9631005	447
739.3811586	447
752.0225721	447
659.8701357	447
694.2299284	447
685.0165319	842
733.0977287	842
760.8280166	842
651.3833969	842
629.8381139	842
542.0035158	842
684.3435741	842
719.7657067	842
686.9006979	842
793.4793705	312
802.8201137	312
1021.585194	312
894.6679317	312
914.243542	312
781.1966177	312
710.2854228	312
785.997362	312
1079.429541	312
1129.143076	406
939.6530856	406
867.5491432	406
1021.509286	406
1059.100827	406
1158.085842	406
1158.49363	406
1162.482093	406
829.4751465	406
862.0813099	486
1056.402423	486
1055.68076	486
1088.20381	486
1040.849373	486
788.8675643	486
886.627993	486
1207.744804	486
1094.078713	486
1028.634536	729
985.3119192	729
884.4599258	729
1203.246345	729
1037.059401	729
1237.021423	729
1406.140659	729
1292.70956	729
1147.836228	729
1156.116817	650
1313.018229	650
1145.778671	650
1223.003723	650
1361.422673	650
1292.193995	650
1174.313338	650
1132.960319	650
1199.251918	650
1132.088719	646
1132.330942	646
1205.705888	646
1168.045462	646
1139.763059	646
1141.853517	646
1070.599952	646
1535.745155	646
1142.538331	646
1320.49662	646
1468.779634	582
1165.519952	582
1365.068387	582
1244.716635	582
1522.556771	582
1505.34195	582
1358.076904	582
1504.432191	582
1267.840514	582
1306.66401	510
1456.885342	510
1326.110029	510
1095.267242	510
1033.788907	510
936.6590208	510
1043.285356	510
1102.930414	510
1056.623833	510
1131.669396	539
828.0316386	539
1020.228887	539
663.1419174	539
627.592012	539
701.2168313	539
552.2327109	539
553.3805998	539
702.6732307	539
575.2159543	378
659.6348884	378
750.1842932	378
665.0894093	378
763.4802835	378
830.751032	378
914.3695219	378
1003.001287	378
896.7673426	378
860.7503696	758
1131.860813	758
883.4636538	758
828.7353723	758
864.5470991	758
961.7186761	758
943.3276408	758
1078.269621	758
854.9694723	758
1111.293515	477
829.7536816	477
1043.193152	477
1148.89839	477
1118.974867	477
1200.519754	477
1115.724932	477
903.7314489	477
1246.079812	477
1191.109853	300
1235.277624	300
1038.961411	300
1003.911997	300
999.0342511	300
895.8915674	300
954.5330345	300
1056.070955	300
914.0802504	300
1129.235512	413
980.5570948	413
749.9456868	413
844.9528269	413
806.6042216	413
907.3570909	413
1041.145271	413
966.9967768	413
1061.650334	413
997.3724042	245
918.9701312	245
927.4402093	245
784.5245587	245
950.601272	245
859.3745791	245
717.8375736	245
813.4055766	245
723.9542327	245
727.6720234	322
812.3129804	322
759.0048992	322
730.1157093	322
778.3518224	322
835.5722048	322
699.6226005	322
786.2636424	322
856.7024931	322
1047.509456	299
1062.381876	299
1084.808226	299
1110.315556	299
1110.576954	299
1039.156439	299
1243.940712	299
1276.187962	299
1203.715303	299
1143.595912	447
1056.1631	447
1153.652434	447
1042.820383	447
970.2553917	447
909.102575	447
1076.057598	447
925.0625154	447
977.6995052	447
760.5220555	447
